expert_id,skills,current_workload
146,"Cybersecurity, Optimization, Deep Learning, IoT, Network Security, Data Mining, Statistical Modeling",0
147,"MLOps, Generative AI",0
148,"Embedded Systems, Business Intelligence, Data Mining, Robotics, Software Engineering, Data Warehousing, Statistical Modeling",0
149,"Quantum Computing, Cloud Computing, Robotics, Database Systems, Edge Computing, Embedded Systems, Predictive Modeling",0
150,"Blockchain, Time Series Analysis, NLP, Robotics, Predictive Modeling, Cloud Computing",0
151,"Software Engineering, Cloud Computing, Data Analysis, Optimization",0
152,"Business Intelligence, Generative AI, NLP, Quantum Computing",0
153,"Reinforcement Learning, Edge Computing, Network Security, API Development, Robotics, Data Mining, Statistical Modeling",0
154,"Time Series Analysis, Predictive Modeling",0
155,"Database Systems, Machine Learning, Cybersecurity, Robotics, Embedded Systems, ETL Pipelines",0
156,"Machine Learning, Network Security, Data Mining, IoT, Deep Learning, Database Systems",0
157,"Generative AI, Network Security, IoT, Time Series Analysis, Predictive Modeling, MLOps, Deep Learning",0
158,"Embedded Systems, Data Warehousing",0
159,"ETL Pipelines, Predictive Modeling, Computer Vision, Optimization, MLOps",0
160,"API Development, Business Intelligence, Edge Computing, Data Mining, Robotics, Statistical Modeling, Optimization",0
161,"Predictive Modeling, NLP, Edge Computing, Systems Design",0
162,"Statistical Modeling, Quantum Computing",0
163,"Data Analysis, Blockchain, Algorithm Engineering, Distributed Systems, API Development",0
164,"Generative AI, Data Analysis, Data Visualization, Network Security, API Development, Cloud Computing, Software Engineering",0
165,"API Development, NLP, Machine Learning, Deep Learning, Optimization",0
166,"Artificial Intelligence, MLOps, Cybersecurity, Robotics",0
167,"Quantum Computing, NLP",0
168,"Software Engineering, API Development, Business Intelligence, Network Security, Data Visualization, MLOps, Deep Learning",0
169,"Deep Learning, Quantum Computing, Software Engineering, DevOps, Blockchain",0
170,"Systems Design, Big Data, Cloud Computing, Network Security, DevOps, Edge Computing",0
171,"ETL Pipelines, Systems Design, Network Security, Artificial Intelligence, Business Intelligence",0
172,"Reinforcement Learning, API Development, Software Engineering, Generative AI, Network Security, Deep Learning, IoT",0
173,"Statistical Modeling, DevOps, Quantum Computing, Predictive Modeling",0
174,"Deep Learning, DevOps, Robotics",0
175,"Data Mining, Predictive Modeling, Embedded Systems, DevOps, Software Engineering",0
176,"Data Mining, Big Data, Systems Design, ETL Pipelines, Computer Vision",0
177,"Computer Vision, Algorithm Engineering, Quantum Computing, Artificial Intelligence, Software Engineering",0
178,"Software Engineering, Cloud Computing, Embedded Systems, Database Systems, ETL Pipelines",0
179,"Edge Computing, Cybersecurity, ETL Pipelines, DevOps, Embedded Systems, Optimization",0
180,"API Development, Data Mining, Cloud Computing, Deep Learning, Predictive Modeling, ETL Pipelines, Software Engineering",0
181,"Cybersecurity, Time Series Analysis, Computer Vision",0
182,"Computer Vision, Generative AI, Optimization, Reinforcement Learning, Algorithm Engineering, Artificial Intelligence, Machine Learning",0
183,"Data Analysis, Business Intelligence, Data Warehousing, Distributed Systems",0
184,"Software Engineering, Deep Learning, Algorithm Engineering, MLOps, IoT",0
185,"IoT, Cybersecurity, DevOps",0
186,"Deep Learning, API Development, Software Engineering, Robotics, Algorithm Engineering, Predictive Modeling",0
187,"Quantum Computing, Database Systems, Artificial Intelligence, Business Intelligence",0
188,"Statistical Modeling, Optimization, Cloud Computing, Generative AI, Embedded Systems, IoT, Business Intelligence",0
189,"Time Series Analysis, Database Systems, Quantum Computing, Reinforcement Learning",0
190,"DevOps, Embedded Systems, Computer Vision",0
191,"DevOps, Data Warehousing, Business Intelligence",0
192,"Business Intelligence, Machine Learning, Edge Computing, Network Security, Artificial Intelligence, Statistical Modeling, Time Series Analysis",0
193,"Data Analysis, API Development, Business Intelligence, Robotics, Reinforcement Learning, Edge Computing, IoT",0
194,"Blockchain, Database Systems, Big Data",0
195,"Computer Vision, Data Mining, Reinforcement Learning, Generative AI, Machine Learning, Business Intelligence, IoT",0
196,"Big Data, Cybersecurity, Business Intelligence, Predictive Modeling, Distributed Systems, Data Visualization, Algorithm Engineering",0
197,"Big Data, Statistical Modeling, Distributed Systems",0
198,"Systems Design, Network Security, Optimization, Database Systems, Quantum Computing, MLOps",0
199,"Business Intelligence, ETL Pipelines, NLP, Quantum Computing, Cloud Computing",0
200,"Robotics, Edge Computing, Distributed Systems",0
201,"Edge Computing, Artificial Intelligence",0
202,"Statistical Modeling, NLP, Quantum Computing, Distributed Systems",0
203,"Database Systems, DevOps, Distributed Systems, Computer Vision, ETL Pipelines, NLP, Deep Learning",0
204,"Predictive Modeling, Robotics",0
205,"Cloud Computing, Quantum Computing, Reinforcement Learning, MLOps, Data Analysis, Statistical Modeling, Machine Learning",0
206,"Reinforcement Learning, API Development",0
207,"Computer Vision, Deep Learning",0
208,"Big Data, DevOps, Quantum Computing, Distributed Systems, ETL Pipelines, API Development",0
209,"Statistical Modeling, MLOps, Software Engineering, Algorithm Engineering, Predictive Modeling, Data Analysis, API Development",0
210,"MLOps, Network Security, Data Mining, Distributed Systems, Data Visualization",0
211,"Generative AI, Deep Learning, Distributed Systems, Computer Vision, Statistical Modeling",0
212,"Data Warehousing, Data Analysis, Edge Computing, Network Security, Computer Vision, Algorithm Engineering, Time Series Analysis",0
213,"Cybersecurity, Data Visualization, Machine Learning, Data Analysis, ETL Pipelines",0
214,"Big Data, Data Visualization, Cloud Computing",0
215,"Data Visualization, Statistical Modeling, Robotics, ETL Pipelines, DevOps, Cloud Computing",0
216,"Artificial Intelligence, Network Security, Software Engineering, Big Data, Algorithm Engineering, API Development",0
217,"NLP, Machine Learning, Big Data",0
218,"Data Warehousing, Deep Learning",0
219,"Predictive Modeling, Machine Learning, IoT, Database Systems, Algorithm Engineering, Cloud Computing",0
220,"MLOps, Algorithm Engineering, NLP, Cloud Computing, Deep Learning, Robotics, DevOps",0
221,"Systems Design, Computer Vision, Generative AI, Robotics",0
222,"Data Mining, Algorithm Engineering, Reinforcement Learning, Quantum Computing, Predictive Modeling, Artificial Intelligence",0
223,"Embedded Systems, Edge Computing",0
224,"Computer Vision, API Development, Generative AI, Cloud Computing, Cybersecurity",0
225,"Software Engineering, Cloud Computing, Big Data, Network Security",0
226,"Predictive Modeling, DevOps, Business Intelligence, Quantum Computing, Database Systems, Reinforcement Learning",0
227,"Computer Vision, NLP, Data Visualization, Time Series Analysis, Generative AI",0
228,"MLOps, ETL Pipelines, Quantum Computing",0
229,"MLOps, Computer Vision, Predictive Modeling, Time Series Analysis, Database Systems",0
230,"Software Engineering, Embedded Systems, Cloud Computing, Cybersecurity",0
231,"Cybersecurity, Time Series Analysis",0
232,"Distributed Systems, Big Data",0
233,"Data Analysis, ETL Pipelines, NLP, MLOps, IoT, Time Series Analysis",0
234,"Time Series Analysis, Data Analysis, Business Intelligence, Reinforcement Learning, IoT, Algorithm Engineering, Systems Design",0
235,"Data Visualization, Software Engineering, Embedded Systems, Robotics, Time Series Analysis, Data Analysis",0
236,"Distributed Systems, NLP, Network Security, Robotics",0
237,"Machine Learning, Network Security, IoT, Reinforcement Learning, ETL Pipelines",0
238,"Artificial Intelligence, IoT, Software Engineering, Edge Computing",0
239,"Software Engineering, Machine Learning",0
240,"Algorithm Engineering, Data Visualization",0
241,"MLOps, Quantum Computing, ETL Pipelines, Optimization, Distributed Systems",0
242,"Predictive Modeling, Cybersecurity, Data Analysis, Software Engineering",0
243,"Data Analysis, Cybersecurity, Network Security",0
244,"Time Series Analysis, API Development, Generative AI, MLOps, Network Security",0
245,"Systems Design, NLP, Data Warehousing",0
246,"NLP, Business Intelligence, API Development, Algorithm Engineering, Reinforcement Learning",0
247,"Robotics, Edge Computing",0
248,"Data Analysis, Artificial Intelligence, Data Visualization, Reinforcement Learning, Embedded Systems, Computer Vision",0
249,"Database Systems, Business Intelligence, Predictive Modeling",0
250,"Artificial Intelligence, API Development",0
251,"Time Series Analysis, IoT, Big Data, DevOps, Network Security, Data Warehousing, NLP",0
252,"Data Warehousing, Cloud Computing, Edge Computing, Data Mining, Data Visualization, Artificial Intelligence",0
253,"Cloud Computing, Predictive Modeling, Time Series Analysis, Edge Computing, MLOps",0
254,"NLP, Edge Computing, Machine Learning, Predictive Modeling",0
255,"Quantum Computing, Distributed Systems, Cybersecurity",0
256,"Computer Vision, Deep Learning, Time Series Analysis, Edge Computing, Algorithm Engineering",0
257,"Edge Computing, Reinforcement Learning",0
258,"ETL Pipelines, Robotics, Statistical Modeling, Optimization, Data Mining, Database Systems, Predictive Modeling",0
259,"Algorithm Engineering, Systems Design",0
260,"Data Warehousing, Software Engineering, Deep Learning",0
261,"Software Engineering, Database Systems",0
262,"IoT, Software Engineering, Cloud Computing",0
263,"API Development, Quantum Computing, Generative AI",0
264,"Predictive Modeling, Statistical Modeling, Software Engineering, Generative AI, Data Mining, Deep Learning, Robotics",0
265,"Reinforcement Learning, Network Security, Data Analysis, Data Warehousing, Database Systems, Data Mining, Software Engineering",0
266,"Generative AI, Data Mining, Data Analysis, Distributed Systems, Business Intelligence",0
267,"Cybersecurity, Systems Design",0
268,"Quantum Computing, Data Mining, Generative AI, Blockchain, Predictive Modeling",0
269,"Embedded Systems, Systems Design, Software Engineering, Data Analysis, Robotics, API Development",0
270,"Cybersecurity, Systems Design, IoT, Data Mining",0
271,"Generative AI, Algorithm Engineering, Optimization",0
272,"Distributed Systems, Business Intelligence, DevOps, MLOps",0
273,"Data Analysis, ETL Pipelines, Cloud Computing, Computer Vision",0
274,"DevOps, Business Intelligence, Database Systems, Software Engineering, Optimization, Data Mining",0
275,"Software Engineering, Data Warehousing, Reinforcement Learning, Edge Computing, Cloud Computing, Systems Design",0
276,"Cybersecurity, Reinforcement Learning, DevOps, ETL Pipelines, MLOps, Cloud Computing, API Development",0
277,"Algorithm Engineering, Cybersecurity, Time Series Analysis, Distributed Systems, Artificial Intelligence, IoT, Software Engineering",0
278,"Data Visualization, ETL Pipelines, API Development",0
279,"Robotics, Big Data, Software Engineering",0
280,"Business Intelligence, Computer Vision",0
281,"Statistical Modeling, Algorithm Engineering, Data Mining, ETL Pipelines, Generative AI, DevOps",0
282,"Big Data, DevOps, Software Engineering, Optimization, Cybersecurity, MLOps",0
283,"Optimization, Generative AI, Data Mining, MLOps, IoT, ETL Pipelines, Distributed Systems",0
284,"Generative AI, Business Intelligence, Robotics",0
285,"Deep Learning, Reinforcement Learning, Embedded Systems, Blockchain, IoT, ETL Pipelines",0
286,"Generative AI, Quantum Computing, Business Intelligence, DevOps, Database Systems, Embedded Systems",0
287,"Optimization, Blockchain, Big Data, Database Systems, Data Analysis",0
288,"Embedded Systems, Distributed Systems, Computer Vision, NLP, Software Engineering, Data Mining, DevOps",0
289,"Network Security, Generative AI, Systems Design",0
290,"Time Series Analysis, Cybersecurity, Robotics",0
291,"Data Warehousing, Machine Learning, MLOps, Data Analysis, Edge Computing",0
292,"Distributed Systems, Deep Learning, DevOps, Cybersecurity, IoT, NLP",0
293,"Predictive Modeling, Computer Vision",0
294,"ETL Pipelines, Software Engineering, Big Data, Data Mining, Algorithm Engineering, Quantum Computing, MLOps",0
295,"Big Data, Embedded Systems, Generative AI, Artificial Intelligence, Cybersecurity",0
296,"Database Systems, Data Visualization",0
297,"Algorithm Engineering, Time Series Analysis, NLP",0
298,"Deep Learning, Reinforcement Learning, NLP, Data Analysis",0
299,"MLOps, Quantum Computing, Cloud Computing",0
300,"API Development, Statistical Modeling",0
301,"Systems Design, Deep Learning",0
302,"Software Engineering, Business Intelligence, Time Series Analysis, Artificial Intelligence, Reinforcement Learning, IoT, NLP",0
303,"MLOps, IoT, Cybersecurity, Distributed Systems, Data Mining, Database Systems",0
304,"Systems Design, Statistical Modeling, Machine Learning, DevOps, Time Series Analysis, Deep Learning",0
305,"DevOps, Distributed Systems",0
306,"Machine Learning, Data Warehousing, Cloud Computing, Deep Learning",0
307,"Computer Vision, ETL Pipelines, Big Data, Data Mining, IoT, Network Security, Optimization",0
308,"IoT, Quantum Computing, Embedded Systems, Statistical Modeling, Edge Computing, Cloud Computing, Data Mining",0
309,"Quantum Computing, Data Mining, Business Intelligence, Blockchain, Machine Learning, Edge Computing, Computer Vision",0
310,"Predictive Modeling, Reinforcement Learning",0
311,"Edge Computing, Embedded Systems, Database Systems, Data Mining, DevOps, Predictive Modeling",0
312,"Business Intelligence, Data Warehousing, Data Analysis",0
313,"ETL Pipelines, Network Security, NLP, Distributed Systems, Data Visualization, Generative AI, Blockchain",0
314,"Generative AI, DevOps, ETL Pipelines, IoT, Deep Learning, Data Warehousing, Embedded Systems",0
315,"Algorithm Engineering, Network Security, Cybersecurity, Time Series Analysis",0
316,"Time Series Analysis, IoT",0
317,"Business Intelligence, Predictive Modeling, Computer Vision, Cybersecurity, Optimization, ETL Pipelines",0
318,"Reinforcement Learning, Generative AI, Time Series Analysis, Optimization",0
319,"Generative AI, Data Warehousing, Statistical Modeling, Data Mining, Distributed Systems, Time Series Analysis, IoT",0
320,"Time Series Analysis, Network Security, Data Analysis, Cloud Computing, ETL Pipelines, Predictive Modeling",0
321,"Distributed Systems, Systems Design, Optimization, Machine Learning, Software Engineering",0
322,"Generative AI, Data Mining, Big Data, Cloud Computing, NLP, DevOps",0
323,"Distributed Systems, Statistical Modeling, DevOps, Data Mining, Reinforcement Learning, Cloud Computing, ETL Pipelines",0
324,"Distributed Systems, Generative AI, Cloud Computing, Big Data, Algorithm Engineering",0
325,"Edge Computing, Predictive Modeling, Network Security, Deep Learning",0
326,"Machine Learning, IoT",0
327,"Algorithm Engineering, DevOps, NLP, Database Systems, Generative AI",0
328,"Business Intelligence, API Development, Blockchain",0
329,"Big Data, Cloud Computing",0
330,"IoT, Generative AI, Cybersecurity, Predictive Modeling, Data Warehousing",0
331,"Cloud Computing, Business Intelligence, Reinforcement Learning, Optimization, Data Warehousing, Embedded Systems, Quantum Computing",0
332,"IoT, Distributed Systems, Systems Design, Robotics, Data Analysis, Computer Vision, Edge Computing",0
333,"Deep Learning, API Development, Machine Learning",0
334,"Distributed Systems, Quantum Computing, Big Data, Cybersecurity",0
335,"Reinforcement Learning, Edge Computing",0
336,"Embedded Systems, Algorithm Engineering, MLOps, Systems Design, API Development, Business Intelligence, Data Mining",0
337,"Predictive Modeling, Cloud Computing, Generative AI",0
338,"Algorithm Engineering, Data Warehousing, Big Data, IoT, Time Series Analysis",0
339,"Data Analysis, NLP, Software Engineering, Reinforcement Learning, Cybersecurity, Embedded Systems",0
340,"Robotics, Data Warehousing, Algorithm Engineering, Business Intelligence",0
341,"Database Systems, Blockchain",0
342,"Network Security, Big Data, Reinforcement Learning, Cybersecurity, Database Systems, Predictive Modeling, API Development",0
343,"Software Engineering, Optimization, ETL Pipelines, Data Mining, MLOps, Time Series Analysis",0
344,"Cybersecurity, Data Mining",0
345,"Database Systems, Data Visualization, MLOps, Machine Learning, Deep Learning, Generative AI, Predictive Modeling",0
346,"Business Intelligence, Reinforcement Learning, Embedded Systems, Deep Learning, Edge Computing, Systems Design",0
347,"Edge Computing, Reinforcement Learning, Quantum Computing, Cloud Computing, Data Warehousing, Machine Learning, Cybersecurity",0
348,"MLOps, Embedded Systems, Quantum Computing, Data Visualization, ETL Pipelines",0
349,"Software Engineering, Predictive Modeling, Algorithm Engineering, Data Warehousing, Blockchain, Cloud Computing",0
350,"Systems Design, Computer Vision, Predictive Modeling, Deep Learning",0
351,"NLP, Network Security, Generative AI, Deep Learning, Software Engineering",0
352,"Data Analysis, Business Intelligence",0
353,"MLOps, Deep Learning, Optimization, Predictive Modeling, Blockchain",0
354,"API Development, Systems Design, Quantum Computing",0
355,"Reinforcement Learning, API Development, Machine Learning, Cybersecurity, Edge Computing",0
356,"Quantum Computing, Deep Learning, Data Visualization, Data Warehousing, Machine Learning, Embedded Systems",0
357,"API Development, Embedded Systems, Business Intelligence, Statistical Modeling",0
358,"Computer Vision, Time Series Analysis",0
359,"Database Systems, Distributed Systems, Edge Computing",0
360,"Data Mining, Edge Computing, Data Analysis, Blockchain",0
361,"Business Intelligence, Cloud Computing, DevOps, Systems Design",0
362,"Network Security, NLP, Big Data, Computer Vision, Edge Computing",0
363,"ETL Pipelines, Distributed Systems, Software Engineering, Blockchain",0
364,"Systems Design, Edge Computing, Statistical Modeling, Data Mining, Machine Learning, Embedded Systems",0
365,"ETL Pipelines, Embedded Systems, Algorithm Engineering",0
366,"Software Engineering, Systems Design, Big Data, Predictive Modeling, Optimization",0
367,"Reinforcement Learning, ETL Pipelines, Systems Design, Statistical Modeling, API Development",0
368,"Reinforcement Learning, Embedded Systems, Machine Learning, Distributed Systems, Optimization, ETL Pipelines, Data Analysis",0
369,"Reinforcement Learning, Machine Learning, Embedded Systems, Database Systems, Robotics",0
370,"Data Analysis, Embedded Systems, Optimization, DevOps, Cloud Computing, MLOps, ETL Pipelines",0
371,"Data Mining, NLP, Blockchain",0
372,"Generative AI, Predictive Modeling",0
373,"Software Engineering, MLOps, Data Visualization, Systems Design, Embedded Systems",0
374,"Data Analysis, Big Data, Data Visualization, Predictive Modeling, ETL Pipelines, Deep Learning, Database Systems",0
